Barometer,TempIn,HumIn,TempOut,WindSpeed,HumOut,RainRate,Datetime,station_id
29.781,67.0,65.0,56.5,2.0,88.0,0.07,2025-11-20 21:43:54+00:00,3
29.782,67.0,65.0,56.5,3.0,88.0,0.07,2025-11-20 21:44:05+00:00,3
29.782,67.0,65.0,56.5,2.0,88.0,0.07,2025-11-20 21:44:15+00:00,3
29.782,67.0,65.0,56.5,3.0,88.0,0.07,2025-11-20 21:44:26+00:00,3
29.782,67.0,65.0,56.5,2.0,88.0,0.06,2025-11-20 21:44:36+00:00,3
29.782,67.0,65.0,56.5,2.0,88.0,0.06,2025-11-20 21:44:47+00:00,3
29.782,67.0,65.0,56.4,2.0,88.0,0.06,2025-11-20 21:44:57+00:00,3
29.78,67.0,65.0,56.4,2.0,88.0,0.06,2025-11-20 21:45:08+00:00,3
29.78,67.0,65.0,56.4,3.0,88.0,0.06,2025-11-20 21:45:18+00:00,3
29.78,67.0,65.0,56.4,3.0,88.0,0.06,2025-11-20 21:45:29+00:00,3
29.78,67.0,65.0,56.4,3.0,88.0,0.06,2025-11-20 21:45:40+00:00,3
29.78,67.0,65.0,56.4,4.0,88.0,0.06,2025-11-20 21:45:50+00:00,3
29.78,67.0,65.0,56.4,3.0,88.0,0.05,2025-11-20 21:46:01+00:00,3
29.781,67.0,65.0,56.4,3.0,88.0,0.05,2025-11-20 21:46:11+00:00,3
29.781,67.0,65.0,56.4,3.0,88.0,0.05,2025-11-20 21:46:22+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.05,2025-11-20 21:46:33+00:00,3
29.781,67.0,65.0,56.4,1.0,88.0,0.05,2025-11-20 21:46:43+00:00,3
29.781,67.0,65.0,56.4,1.0,88.0,0.05,2025-11-20 21:46:54+00:00,3
29.779,67.0,65.0,56.4,1.0,88.0,0.05,2025-11-20 21:47:05+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.05,2025-11-20 21:47:15+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.05,2025-11-20 21:47:26+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.05,2025-11-20 21:47:36+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.05,2025-11-20 21:47:47+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.05,2025-11-20 21:47:57+00:00,3
29.779,67.0,65.0,56.4,1.0,88.0,0.05,2025-11-20 21:48:08+00:00,3
29.779,67.0,65.0,56.4,1.0,88.0,0.05,2025-11-20 21:48:18+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:48:29+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:48:40+00:00,3
29.779,67.0,65.0,56.4,1.0,88.0,0.04,2025-11-20 21:48:50+00:00,3
29.779,67.0,65.0,56.4,3.0,88.0,0.04,2025-11-20 21:49:01+00:00,3
29.777,67.0,65.0,56.3,2.0,88.0,0.04,2025-11-20 21:49:11+00:00,3
29.777,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:49:22+00:00,3
29.777,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:49:32+00:00,3
29.777,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:49:43+00:00,3
29.777,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:49:53+00:00,3
29.777,67.0,65.0,56.4,1.0,88.0,0.04,2025-11-20 21:50:04+00:00,3
29.779,67.0,65.0,56.4,0.0,88.0,0.04,2025-11-20 21:50:15+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:50:25+00:00,3
29.779,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:50:36+00:00,3
29.779,67.0,65.0,56.4,1.0,88.0,0.04,2025-11-20 21:50:46+00:00,3
29.779,67.0,65.0,56.4,1.0,88.0,0.04,2025-11-20 21:50:57+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:51:07+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:51:18+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:51:29+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:51:40+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:51:50+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.04,2025-11-20 21:52:01+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 21:52:11+00:00,3
29.781,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 21:52:22+00:00,3
29.781,67.0,65.0,56.3,2.0,88.0,0.0,2025-11-20 21:52:32+00:00,3
29.781,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:52:43+00:00,3
29.781,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:52:53+00:00,3
29.781,67.1,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:53:04+00:00,3
29.781,67.1,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:53:15+00:00,3
29.781,67.1,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:53:25+00:00,3
29.781,67.1,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:53:36+00:00,3
29.781,67.1,65.0,56.4,0.0,88.0,0.0,2025-11-20 21:53:46+00:00,3
29.781,67.1,65.0,56.4,0.0,88.0,0.0,2025-11-20 21:53:57+00:00,3
29.781,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:54:07+00:00,3
29.781,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:54:18+00:00,3
29.781,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:54:28+00:00,3
29.781,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:54:39+00:00,3
29.781,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:54:50+00:00,3
29.781,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:55:00+00:00,3
29.782,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:55:11+00:00,3
29.782,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:55:21+00:00,3
29.782,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:55:32+00:00,3
29.782,67.1,65.0,56.3,0.0,88.0,0.0,2025-11-20 21:55:42+00:00,3
29.782,67.1,65.0,56.4,0.0,88.0,0.0,2025-11-20 21:55:53+00:00,3
29.782,67.1,65.0,56.4,0.0,88.0,0.0,2025-11-20 21:56:03+00:00,3
29.784,67.0,65.0,56.4,0.0,88.0,0.0,2025-11-20 21:56:14+00:00,3
29.784,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:56:25+00:00,3
29.784,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:56:36+00:00,3
29.784,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:56:46+00:00,3
29.784,67.0,65.0,56.4,0.0,88.0,0.0,2025-11-20 21:56:57+00:00,3
29.785,67.1,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:57:07+00:00,3
29.785,67.1,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:57:18+00:00,3
29.785,67.1,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:57:28+00:00,3
29.785,67.1,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:57:39+00:00,3
29.785,67.1,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:57:50+00:00,3
29.785,67.1,65.0,56.4,0.0,88.0,0.0,2025-11-20 21:58:00+00:00,3
29.785,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:58:11+00:00,3
29.785,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 21:58:21+00:00,3
29.785,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:58:32+00:00,3
29.785,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:58:42+00:00,3
29.785,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:58:53+00:00,3
29.785,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:59:03+00:00,3
29.786,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:59:14+00:00,3
29.786,67.0,65.0,56.3,2.0,88.0,0.0,2025-11-20 21:59:25+00:00,3
29.786,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 21:59:35+00:00,3
29.786,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:59:46+00:00,3
29.786,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 21:59:56+00:00,3
29.791,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 22:00:07+00:00,3
29.791,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 22:00:17+00:00,3
29.791,67.0,65.0,56.4,1.0,88.0,0.0,2025-11-20 22:00:28+00:00,3
29.791,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 22:00:38+00:00,3
29.791,67.0,65.0,56.3,2.0,88.0,0.0,2025-11-20 22:00:49+00:00,3
29.791,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 22:01:00+00:00,3
29.79,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 22:01:10+00:00,3
29.79,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 22:01:21+00:00,3
29.79,67.0,65.0,56.3,2.0,88.0,0.0,2025-11-20 22:01:31+00:00,3
29.79,67.0,65.0,56.3,3.0,88.0,0.0,2025-11-20 22:01:42+00:00,3
29.79,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 22:01:53+00:00,3
29.79,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 22:02:03+00:00,3
29.789,67.0,65.0,56.3,3.0,88.0,0.0,2025-11-20 22:02:14+00:00,3
29.789,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 22:02:25+00:00,3
29.789,67.0,65.0,56.4,2.0,88.0,0.0,2025-11-20 22:02:35+00:00,3
29.789,67.0,65.0,56.3,2.0,88.0,0.0,2025-11-20 22:02:46+00:00,3
29.789,67.0,65.0,56.3,2.0,88.0,0.0,2025-11-20 22:02:56+00:00,3
29.786,67.0,65.0,56.3,1.0,88.0,0.0,2025-11-20 22:03:07+00:00,3
29.786,67.0,65.0,56.3,1.0,88.0,0.42,2025-11-20 22:03:17+00:00,3
29.786,67.0,65.0,56.3,1.0,88.0,0.42,2025-11-20 22:03:28+00:00,3
29.786,67.0,65.0,56.3,0.0,88.0,0.42,2025-11-20 22:03:39+00:00,3
29.786,67.0,65.0,56.3,0.0,88.0,0.42,2025-11-20 22:03:49+00:00,3
29.786,67.0,65.0,56.3,0.0,88.0,0.42,2025-11-20 22:04:00+00:00,3
29.785,67.0,65.0,56.3,0.0,88.0,0.42,2025-11-20 22:04:10+00:00,3
29.785,67.0,65.0,56.3,0.0,88.0,0.42,2025-11-20 22:04:21+00:00,3
29.785,67.0,65.0,56.3,0.0,88.0,0.47,2025-11-20 22:04:32+00:00,3
29.785,67.0,65.0,56.3,0.0,88.0,0.47,2025-11-20 22:04:42+00:00,3
29.785,67.0,65.0,56.3,0.0,88.0,0.47,2025-11-20 22:04:53+00:00,3
29.785,67.0,65.0,56.3,0.0,88.0,0.47,2025-11-20 22:05:03+00:00,3
29.782,67.0,65.0,56.3,0.0,88.0,0.47,2025-11-20 22:05:14+00:00,3
29.782,67.0,65.0,56.3,0.0,88.0,0.83,2025-11-20 22:05:24+00:00,3
29.782,67.0,65.0,56.4,0.0,88.0,0.83,2025-11-20 22:05:35+00:00,3
29.782,67.0,65.0,56.4,0.0,88.0,0.83,2025-11-20 22:05:45+00:00,3
29.782,67.0,65.0,56.4,0.0,88.0,0.59,2025-11-20 22:05:56+00:00,3
29.781,67.0,65.0,56.3,0.0,88.0,0.59,2025-11-20 22:06:07+00:00,3
29.781,67.0,65.0,56.3,0.0,88.0,0.59,2025-11-20 22:06:17+00:00,3
29.781,67.0,65.0,56.3,0.0,88.0,0.59,2025-11-20 22:06:28+00:00,3
29.781,67.0,65.0,56.3,0.0,88.0,0.59,2025-11-20 22:06:38+00:00,3
29.781,67.0,65.0,56.3,0.0,88.0,0.59,2025-11-20 22:06:49+00:00,3
29.781,67.0,65.0,56.3,0.0,88.0,0.58,2025-11-20 22:07:00+00:00,3
29.782,67.0,65.0,56.3,0.0,88.0,0.58,2025-11-20 22:07:10+00:00,3
29.782,67.0,65.0,56.3,0.0,88.0,0.58,2025-11-20 22:07:21+00:00,3
29.782,67.0,65.0,56.3,0.0,88.0,0.38,2025-11-20 22:07:32+00:00,3
29.782,67.0,65.0,56.3,0.0,88.0,0.35,2025-11-20 22:07:42+00:00,3
29.782,67.0,65.0,56.3,0.0,88.0,0.31,2025-11-20 22:07:53+00:00,3
29.782,67.0,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:08:03+00:00,3
29.783,67.0,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:08:14+00:00,3
29.783,67.0,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:08:24+00:00,3
29.783,67.0,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:08:35+00:00,3
29.783,67.0,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:08:45+00:00,3
29.783,67.0,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:08:56+00:00,3
29.781,66.9,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:09:07+00:00,3
29.781,66.9,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:09:17+00:00,3
29.781,66.9,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:09:28+00:00,3
29.781,66.9,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:09:38+00:00,3
29.781,66.9,65.0,56.3,0.0,88.0,0.3,2025-11-20 22:09:49+00:00,3
29.781,66.9,65.0,56.4,0.0,88.0,0.3,2025-11-20 22:09:59+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.28,2025-11-20 22:10:10+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.26,2025-11-20 22:10:20+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.24,2025-11-20 22:10:31+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.24,2025-11-20 22:10:41+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.21,2025-11-20 22:10:52+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.2,2025-11-20 22:11:03+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.2,2025-11-20 22:11:13+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.18,2025-11-20 22:11:24+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.17,2025-11-20 22:11:34+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.17,2025-11-20 22:11:45+00:00,3
29.78,67.0,65.0,56.3,0.0,88.0,0.17,2025-11-20 22:11:56+00:00,3
29.779,66.9,65.0,56.3,0.0,88.0,0.15,2025-11-20 22:12:07+00:00,3
29.779,66.9,65.0,56.3,0.0,88.0,0.14,2025-11-20 22:12:17+00:00,3
29.779,66.9,65.0,56.3,0.0,88.0,0.14,2025-11-20 22:12:28+00:00,3
29.779,66.9,65.0,56.3,0.0,88.0,0.13,2025-11-20 22:12:38+00:00,3
29.779,66.9,65.0,56.3,0.0,88.0,0.13,2025-11-20 22:12:49+00:00,3
29.779,66.9,65.0,56.3,0.0,88.0,0.13,2025-11-20 22:12:59+00:00,3
29.78,66.9,65.0,56.3,0.0,88.0,0.13,2025-11-20 22:13:10+00:00,3
29.78,66.9,65.0,56.3,0.0,88.0,0.11,2025-11-20 22:13:20+00:00,3
29.78,66.9,65.0,56.2,0.0,88.0,0.11,2025-11-20 22:13:31+00:00,3
29.78,66.9,65.0,56.3,0.0,88.0,0.11,2025-11-20 22:13:42+00:00,3
29.78,66.9,65.0,56.3,0.0,88.0,0.1,2025-11-20 22:13:52+00:00,3
29.78,66.9,65.0,56.3,0.0,88.0,0.1,2025-11-20 22:14:03+00:00,3
29.779,66.9,65.0,56.3,0.0,88.0,0.1,2025-11-20 22:14:13+00:00,3
29.779,66.9,65.0,56.2,0.0,88.0,0.09,2025-11-20 22:14:24+00:00,3
29.779,66.9,65.0,56.3,0.0,88.0,0.09,2025-11-20 22:14:34+00:00,3
29.779,66.9,65.0,56.2,0.0,88.0,0.09,2025-11-20 22:14:45+00:00,3
29.779,66.9,65.0,56.2,0.0,88.0,0.09,2025-11-20 22:14:55+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.09,2025-11-20 22:15:06+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.09,2025-11-20 22:15:17+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.09,2025-11-20 22:15:27+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.08,2025-11-20 22:15:38+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.08,2025-11-20 22:15:48+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.08,2025-11-20 22:15:59+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.07,2025-11-20 22:16:09+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.07,2025-11-20 22:16:20+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.07,2025-11-20 22:16:30+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.07,2025-11-20 22:16:41+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.07,2025-11-20 22:16:52+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.07,2025-11-20 22:17:03+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.07,2025-11-20 22:17:13+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:17:24+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:17:34+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:17:45+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:17:56+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:18:06+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:18:17+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:18:27+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:18:38+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:18:48+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.06,2025-11-20 22:18:59+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:19:09+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:19:20+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:19:31+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:19:41+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:19:52+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:20:02+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:20:13+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:20:23+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:20:34+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:20:44+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:20:55+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:21:06+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:21:16+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.05,2025-11-20 22:21:27+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:21:37+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:21:48+00:00,3
29.78,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:21:58+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:22:09+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:22:20+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:22:31+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:22:41+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:22:52+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:23:02+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:23:13+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:23:23+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:23:34+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:23:44+00:00,3
29.779,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:23:55+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:24:06+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:24:16+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:24:27+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:24:37+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:24:48+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:24:58+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.04,2025-11-20 22:25:09+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:25:20+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:25:30+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:25:41+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:25:51+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:26:02+00:00,3
29.776,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:26:12+00:00,3
29.776,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:26:23+00:00,3
29.776,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:26:33+00:00,3
29.776,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:26:44+00:00,3
29.776,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:26:55+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:27:05+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:27:16+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:27:27+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:27:37+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:27:48+00:00,3
29.777,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:27:58+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:28:09+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:28:20+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:28:30+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:28:41+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:28:51+00:00,3
29.778,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:29:02+00:00,3
29.776,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:29:12+00:00,3
29.776,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:29:23+00:00,3
29.776,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:29:33+00:00,3
29.776,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:29:44+00:00,3
29.776,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:29:55+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:30:05+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:30:16+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:30:26+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:30:37+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:30:47+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:30:58+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:31:08+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:31:19+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:31:30+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:31:40+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:31:51+00:00,3
29.775,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:32:01+00:00,3
29.774,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:32:12+00:00,3
29.774,66.9,65.0,56.1,0.0,88.0,0.0,2025-11-20 22:32:23+00:00,3
29.774,66.9,65.0,56.1,0.0,88.0,0.0,2025-11-20 22:32:33+00:00,3
29.774,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:32:44+00:00,3
29.774,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:32:54+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:33:05+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:33:16+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:33:26+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:33:37+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:33:47+00:00,3
29.777,67.0,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:33:58+00:00,3
29.774,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:34:08+00:00,3
29.774,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:34:19+00:00,3
29.774,66.9,65.0,56.1,0.0,88.0,0.0,2025-11-20 22:34:30+00:00,3
29.774,66.9,65.0,56.1,0.0,88.0,0.0,2025-11-20 22:34:40+00:00,3
29.774,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:34:51+00:00,3
29.774,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:35:01+00:00,3
29.774,66.9,65.0,56.1,0.0,88.0,0.0,2025-11-20 22:35:12+00:00,3
29.774,66.9,65.0,56.1,0.0,88.0,0.0,2025-11-20 22:35:22+00:00,3
29.774,66.9,65.0,56.1,0.0,88.0,0.0,2025-11-20 22:35:33+00:00,3
29.774,66.9,65.0,56.2,0.0,88.0,0.0,2025-11-20 22:35:43+00:00,3
29.774,66.9,65.0,56.1,0.0,88.0,0.0,2025-11-20 22:35:54+00:00,3
